runIndex,seed,topologyHash,category,parameterName,value,unit,status,collectionMethod,interpretation,algorithmApplicability
1,2000,"AD449757","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Existe ao menos uma sala grande o suficiente.","Arenas grandes nao sao naturais no WFC local; exigem tiles/padroes que favorecam areas amplas."
1,2000,"AD449757","Booleano","SeedReproducible","Sim","sim/nao","Medido","Parametro medido sobre a saida colapsada pelo WFC.","A seed reproduziu a mesma topologia.","O colapso e reproduzivel se todas as escolhas usam a mesma seed."
1,2000,"AD449757","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Tempo registrado: 192.489 ms.","Custo depende do tamanho do volume, quantidade de modulos e numero de contradicoes/reinicios."
1,2000,"AD449757","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Parametro medido sobre a saida colapsada pelo WFC.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","Orcamento e aplicado depois sobre celulas livres extraidas; nao e propriedade nativa do WFC."
1,2000,"AD449757","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida colapsada pelo WFC.","Diversidade topologica: 100%.","WFC costuma variar bem em padroes locais; diversidade topologica depende do tileset."
1,2000,"AD449757","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida colapsada pelo WFC.","WFC e deterministico por seed, mas contradicoes e propagacao de entropia tornam a depuracao menos direta que BSP/Room Graph.","Mais dificil de depurar que BSP/Room Graph, pois erros aparecem como contradicoes de restricao."
1,2000,"AD449757","Qualitativo","Flow","1/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida colapsada pelo WFC.","Indica fluidez de navegacao esperada.","Fluxo global nao e garantido por restricoes locais; precisa ser medido apos o colapso."
1,2000,"AD449757","Qualitativo","Legibility","3/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida colapsada pelo WFC.","A legibilidade depende muito do conjunto de tiles e das restricoes locais usadas.","Boa legibilidade exige tileset com padroes claros; ruido local pode reduzir leitura espacial."
1,2000,"AD449757","Qualitativo","StructuralVariety","3/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida colapsada pelo WFC.","Indica variedade estrutural dentro desta execucao.","Ponto forte potencial do WFC, principalmente na variedade local de tiles."
1,2000,"AD449757","Performance","layoutGenerationMilliseconds","61.505","ms","Medido","Tempo para colapsar o volume WFC, propagar restricoes e extrair componentes.","Representa o custo algoritmico principal.","Inclui colapso, propagacao e extracao de componentes; comparar separado da instanciacao Unity."
1,2000,"AD449757","Performance","geometryInstantiationMilliseconds","130.186","ms","Medido","Parametro medido sobre a saida colapsada pelo WFC.","A execucao incluiu custo visual.","Custo visual depende dos prefabs/Unity, nao do WFC puro."
1,2000,"AD449757","Performance","metricsCalculationMilliseconds","0.776","ms","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Ajuda a quantificar custo da instrumentacao.","Custo da instrumentacao, nao do algoritmo."
1,2000,"AD449757","Performance","totalGenerationMilliseconds","192.489","ms","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Inclui layout, instanciacao visual e metricas; use junto com o tempo logico."
1,2000,"AD449757","Performance","generatedGameObjectCount","12432","contagem","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Indica peso potencial de instanciacao no Unity.","Reflete peso da montagem visual dos tiles colapsados."
1,2000,"AD449757","Performance","occupiedCellCount","7974","contagem","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Proxy de escala espacial da dungeon.","Proxy do volume ocupado pelo colapso."
1,2000,"AD449757","Performance","connectionCount","5","contagem","Medido","Quantidade de conexoes inferidas a partir de componentes de corredor.","Proxy de complexidade topologica.","Conexoes sao inferidas apos o colapso; nao sao primitivas nativas do WFC."
1,2000,"AD449757","Performance","managedMemoryDeltaKB","27228","KB","Estimado","Parametro medido sobre a saida colapsada pelo WFC.","Valor aproximado, sensivel a GC e ao estado do Editor.","Estimativa sujeita ao GC da Unity; use como indicio comparativo."
2,2001,"8075E94A","Quantitativo","numRoomsTarget","41","contagem","Medido","Extracao de componentes de celulas de sala colapsadas pelo WFC.","Tamanho estrutural da dungeon nesta execucao.","WFC nao controla salas como entidade global; salas emergem de componentes de tiles."
2,2001,"8075E94A","Quantitativo","connectivityRatio","2.44%","%","Medido","Busca no grafo extraido dos componentes de sala e corredores do WFC, incluindo a espinha dorsal observada quando ativa.","Mostra se o WFC produziu uma dungeon conectada sem reparo global posterior.","WFC puro nao garante conectividade global por padrao; esta variante usa uma espinha dorsal observada como restricao inicial do proprio WFC, nao como reparo posterior."
2,2001,"8075E94A","Quantitativo","verticalVariance","1.999","metros","Medido","Desvio padrao das alturas dos componentes de sala extraidos.","Ha variacao vertical mensuravel entre salas.","WFC pode representar verticalidade se o tileset tiver sockets verticais."
2,2001,"8075E94A","Quantitativo","fillPercentage","96.39%","%","Medido","Celulas ocupadas por modulos WFC divididas pelo total do volume.","Indica densidade espacial da dungeon.","Densidade e resultado de pesos e compatibilidades locais, nao de controle global direto."
2,2001,"8075E94A","Quantitativo","branchFactor","0.195","media","Medido","Media de conexoes por componente de sala no grafo extraido.","Layout mais linear, com poucas bifurcacoes.","Ramificacao emerge das conexoes locais; controlar grau medio diretamente exige tileset/pesos bem calibrados."
2,2001,"8075E94A","Quantitativo","avgPathLength","0","metros","Medido","Distancias no grafo extraido do resultado WFC.","Distancia media a partir da sala inicial.","Caminhos sao medidos apos extrair um grafo do colapso; nao sao objetivo nativo do WFC."
2,2001,"8075E94A","Quantitativo","uniqueModules","49","contagem","Medido","Contagem de modulos WFC e prefabs efetivamente usados.","Indica variedade basica de composicao.","WFC tende a ser forte em variedade local quando ha um tileset rico."
2,2001,"8075E94A","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Estimativa logica de celulas ocupadas antes de NavMesh.","Use como estimativa inicial, nao como validacao fisica final.","Proxy logico; validacao final ainda depende de NavMesh e colisores."
2,2001,"8075E94A","Quantitativo","criticalPathLength","0","metros","Medido","Maior distancia no grafo extraido a partir da sala inicial.","Aproxima o percurso principal inicio-objetivo.","Caminho critico nao e controlado diretamente pelo WFC puro."
2,2001,"8075E94A","Quantitativo","avgAlternativePathLength","0","metros","Medido","Media de conexoes extras inferidas em componentes de corredor com mais de duas salas.","Nao houve caminho alternativo nesta execucao.","Loops podem emergir, mas nao sao garantidos sem regras locais que favorecam ciclos."
2,2001,"8075E94A","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida colapsada pelo WFC.","Sistema configurado e com orcamento ativo.","Spawns usam celulas de sala extraidas; balanceamento e camada de gameplay."
2,2001,"8075E94A","Booleano","SupportsLootDistribution","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida colapsada pelo WFC.","Sistema configurado e com orcamento ativo.","Loot pode ser colocado sobre componentes de sala, mas progressao por risco nao e nativa do WFC."
2,2001,"8075E94A","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida colapsada pelo WFC.","Sistema configurado e com orcamento ativo.","Armadilhas podem usar celulas/corredores resultantes; sem semantica global nativa."
2,2001,"8075E94A","Booleano","SupportsBacktrackingLoops","Nao","sim/nao","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Parametro atendido quando o resultado WFC contem ciclos inferidos no grafo extraido.","WFC pode criar loops emergentes; se a metrica vier baixa, isso e uma limitacao da configuracao pura testada."
2,2001,"8075E94A","Booleano","SupportsVerticalConnectors","Nao","sim/nao","Medido","Conta execucoes com pares de modulos WFC stairs_up/stairs_down conectando pavimentos.","Parametro atendido somente quando os modulos verticais do WFC aparecem conectados a salas/corredores.","Suportado quando tiles verticais e observacoes iniciais fazem parte do proprio tileset WFC, sem BSP/Room Graph."
2,2001,"8075E94A","Booleano","SupportsMultiFloor","Nao","sim/nao","Medido","Conta execucoes com mais de um pavimento e conexao vertical extraida do proprio colapso.","Parametro atendido quando ha pavimentos conectados por sockets verticais do proprio WFC.","Multiandar e possivel em WFC 3D com sockets verticais, mas nao e garantido em WFC 2D simples."
2,2001,"8075E94A","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Existe ao menos uma sala grande o suficiente.","Arenas grandes nao sao naturais no WFC local; exigem tiles/padroes que favorecam areas amplas."
2,2001,"8075E94A","Booleano","SeedReproducible","Sim","sim/nao","Medido","Parametro medido sobre a saida colapsada pelo WFC.","A seed reproduziu a mesma topologia.","O colapso e reproduzivel se todas as escolhas usam a mesma seed."
2,2001,"8075E94A","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Tempo registrado: 185.366 ms.","Custo depende do tamanho do volume, quantidade de modulos e numero de contradicoes/reinicios."
2,2001,"8075E94A","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Parametro medido sobre a saida colapsada pelo WFC.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","Orcamento e aplicado depois sobre celulas livres extraidas; nao e propriedade nativa do WFC."
2,2001,"8075E94A","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida colapsada pelo WFC.","Diversidade topologica: 100%.","WFC costuma variar bem em padroes locais; diversidade topologica depende do tileset."
2,2001,"8075E94A","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida colapsada pelo WFC.","WFC e deterministico por seed, mas contradicoes e propagacao de entropia tornam a depuracao menos direta que BSP/Room Graph.","Mais dificil de depurar que BSP/Room Graph, pois erros aparecem como contradicoes de restricao."
2,2001,"8075E94A","Qualitativo","Flow","1/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida colapsada pelo WFC.","Indica fluidez de navegacao esperada.","Fluxo global nao e garantido por restricoes locais; precisa ser medido apos o colapso."
2,2001,"8075E94A","Qualitativo","Legibility","3/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida colapsada pelo WFC.","A legibilidade depende muito do conjunto de tiles e das restricoes locais usadas.","Boa legibilidade exige tileset com padroes claros; ruido local pode reduzir leitura espacial."
2,2001,"8075E94A","Qualitativo","StructuralVariety","3/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida colapsada pelo WFC.","Indica variedade estrutural dentro desta execucao.","Ponto forte potencial do WFC, principalmente na variedade local de tiles."
2,2001,"8075E94A","Performance","layoutGenerationMilliseconds","60.133","ms","Medido","Tempo para colapsar o volume WFC, propagar restricoes e extrair componentes.","Representa o custo algoritmico principal.","Inclui colapso, propagacao e extracao de componentes; comparar separado da instanciacao Unity."
2,2001,"8075E94A","Performance","geometryInstantiationMilliseconds","124.559","ms","Medido","Parametro medido sobre a saida colapsada pelo WFC.","A execucao incluiu custo visual.","Custo visual depende dos prefabs/Unity, nao do WFC puro."
2,2001,"8075E94A","Performance","metricsCalculationMilliseconds","0.67","ms","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Ajuda a quantificar custo da instrumentacao.","Custo da instrumentacao, nao do algoritmo."
2,2001,"8075E94A","Performance","totalGenerationMilliseconds","185.366","ms","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Inclui layout, instanciacao visual e metricas; use junto com o tempo logico."
2,2001,"8075E94A","Performance","generatedGameObjectCount","12436","contagem","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Indica peso potencial de instanciacao no Unity.","Reflete peso da montagem visual dos tiles colapsados."
2,2001,"8075E94A","Performance","occupiedCellCount","7896","contagem","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Proxy de escala espacial da dungeon.","Proxy do volume ocupado pelo colapso."
2,2001,"8075E94A","Performance","connectionCount","4","contagem","Medido","Quantidade de conexoes inferidas a partir de componentes de corredor.","Proxy de complexidade topologica.","Conexoes sao inferidas apos o colapso; nao sao primitivas nativas do WFC."
2,2001,"8075E94A","Performance","managedMemoryDeltaKB","30388","KB","Estimado","Parametro medido sobre a saida colapsada pelo WFC.","Valor aproximado, sensivel a GC e ao estado do Editor.","Estimativa sujeita ao GC da Unity; use como indicio comparativo."
3,2002,"0409C706","Quantitativo","numRoomsTarget","47","contagem","Medido","Extracao de componentes de celulas de sala colapsadas pelo WFC.","Tamanho estrutural da dungeon nesta execucao.","WFC nao controla salas como entidade global; salas emergem de componentes de tiles."
3,2002,"0409C706","Quantitativo","connectivityRatio","2.13%","%","Medido","Busca no grafo extraido dos componentes de sala e corredores do WFC, incluindo a espinha dorsal observada quando ativa.","Mostra se o WFC produziu uma dungeon conectada sem reparo global posterior.","WFC puro nao garante conectividade global por padrao; esta variante usa uma espinha dorsal observada como restricao inicial do proprio WFC, nao como reparo posterior."
3,2002,"0409C706","Quantitativo","verticalVariance","1.989","metros","Medido","Desvio padrao das alturas dos componentes de sala extraidos.","Ha variacao vertical mensuravel entre salas.","WFC pode representar verticalidade se o tileset tiver sockets verticais."
3,2002,"0409C706","Quantitativo","fillPercentage","97.64%","%","Medido","Celulas ocupadas por modulos WFC divididas pelo total do volume.","Indica densidade espacial da dungeon.","Densidade e resultado de pesos e compatibilidades locais, nao de controle global direto."
3,2002,"0409C706","Quantitativo","branchFactor","0.298","media","Medido","Media de conexoes por componente de sala no grafo extraido.","Layout mais linear, com poucas bifurcacoes.","Ramificacao emerge das conexoes locais; controlar grau medio diretamente exige tileset/pesos bem calibrados."
3,2002,"0409C706","Quantitativo","avgPathLength","0","metros","Medido","Distancias no grafo extraido do resultado WFC.","Distancia media a partir da sala inicial.","Caminhos sao medidos apos extrair um grafo do colapso; nao sao objetivo nativo do WFC."
3,2002,"0409C706","Quantitativo","uniqueModules","49","contagem","Medido","Contagem de modulos WFC e prefabs efetivamente usados.","Indica variedade basica de composicao.","WFC tende a ser forte em variedade local quando ha um tileset rico."
3,2002,"0409C706","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Estimativa logica de celulas ocupadas antes de NavMesh.","Use como estimativa inicial, nao como validacao fisica final.","Proxy logico; validacao final ainda depende de NavMesh e colisores."
3,2002,"0409C706","Quantitativo","criticalPathLength","0","metros","Medido","Maior distancia no grafo extraido a partir da sala inicial.","Aproxima o percurso principal inicio-objetivo.","Caminho critico nao e controlado diretamente pelo WFC puro."
3,2002,"0409C706","Quantitativo","avgAlternativePathLength","0","metros","Medido","Media de conexoes extras inferidas em componentes de corredor com mais de duas salas.","Nao houve caminho alternativo nesta execucao.","Loops podem emergir, mas nao sao garantidos sem regras locais que favorecam ciclos."
3,2002,"0409C706","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida colapsada pelo WFC.","Sistema configurado e com orcamento ativo.","Spawns usam celulas de sala extraidas; balanceamento e camada de gameplay."
3,2002,"0409C706","Booleano","SupportsLootDistribution","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida colapsada pelo WFC.","Sistema configurado e com orcamento ativo.","Loot pode ser colocado sobre componentes de sala, mas progressao por risco nao e nativa do WFC."
3,2002,"0409C706","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida colapsada pelo WFC.","Sistema configurado e com orcamento ativo.","Armadilhas podem usar celulas/corredores resultantes; sem semantica global nativa."
3,2002,"0409C706","Booleano","SupportsBacktrackingLoops","Nao","sim/nao","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Parametro atendido quando o resultado WFC contem ciclos inferidos no grafo extraido.","WFC pode criar loops emergentes; se a metrica vier baixa, isso e uma limitacao da configuracao pura testada."
3,2002,"0409C706","Booleano","SupportsVerticalConnectors","Nao","sim/nao","Medido","Conta execucoes com pares de modulos WFC stairs_up/stairs_down conectando pavimentos.","Parametro atendido somente quando os modulos verticais do WFC aparecem conectados a salas/corredores.","Suportado quando tiles verticais e observacoes iniciais fazem parte do proprio tileset WFC, sem BSP/Room Graph."
3,2002,"0409C706","Booleano","SupportsMultiFloor","Nao","sim/nao","Medido","Conta execucoes com mais de um pavimento e conexao vertical extraida do proprio colapso.","Parametro atendido quando ha pavimentos conectados por sockets verticais do proprio WFC.","Multiandar e possivel em WFC 3D com sockets verticais, mas nao e garantido em WFC 2D simples."
3,2002,"0409C706","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Existe ao menos uma sala grande o suficiente.","Arenas grandes nao sao naturais no WFC local; exigem tiles/padroes que favorecam areas amplas."
3,2002,"0409C706","Booleano","SeedReproducible","Sim","sim/nao","Medido","Parametro medido sobre a saida colapsada pelo WFC.","A seed reproduziu a mesma topologia.","O colapso e reproduzivel se todas as escolhas usam a mesma seed."
3,2002,"0409C706","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Tempo registrado: 183.814 ms.","Custo depende do tamanho do volume, quantidade de modulos e numero de contradicoes/reinicios."
3,2002,"0409C706","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Parametro medido sobre a saida colapsada pelo WFC.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","Orcamento e aplicado depois sobre celulas livres extraidas; nao e propriedade nativa do WFC."
3,2002,"0409C706","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida colapsada pelo WFC.","Diversidade topologica: 100%.","WFC costuma variar bem em padroes locais; diversidade topologica depende do tileset."
3,2002,"0409C706","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida colapsada pelo WFC.","WFC e deterministico por seed, mas contradicoes e propagacao de entropia tornam a depuracao menos direta que BSP/Room Graph.","Mais dificil de depurar que BSP/Room Graph, pois erros aparecem como contradicoes de restricao."
3,2002,"0409C706","Qualitativo","Flow","1/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida colapsada pelo WFC.","Indica fluidez de navegacao esperada.","Fluxo global nao e garantido por restricoes locais; precisa ser medido apos o colapso."
3,2002,"0409C706","Qualitativo","Legibility","3/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida colapsada pelo WFC.","A legibilidade depende muito do conjunto de tiles e das restricoes locais usadas.","Boa legibilidade exige tileset com padroes claros; ruido local pode reduzir leitura espacial."
3,2002,"0409C706","Qualitativo","StructuralVariety","3/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida colapsada pelo WFC.","Indica variedade estrutural dentro desta execucao.","Ponto forte potencial do WFC, principalmente na variedade local de tiles."
3,2002,"0409C706","Performance","layoutGenerationMilliseconds","57.681","ms","Medido","Tempo para colapsar o volume WFC, propagar restricoes e extrair componentes.","Representa o custo algoritmico principal.","Inclui colapso, propagacao e extracao de componentes; comparar separado da instanciacao Unity."
3,2002,"0409C706","Performance","geometryInstantiationMilliseconds","125.406","ms","Medido","Parametro medido sobre a saida colapsada pelo WFC.","A execucao incluiu custo visual.","Custo visual depende dos prefabs/Unity, nao do WFC puro."
3,2002,"0409C706","Performance","metricsCalculationMilliseconds","0.723","ms","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Ajuda a quantificar custo da instrumentacao.","Custo da instrumentacao, nao do algoritmo."
3,2002,"0409C706","Performance","totalGenerationMilliseconds","183.814","ms","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Inclui layout, instanciacao visual e metricas; use junto com o tempo logico."
3,2002,"0409C706","Performance","generatedGameObjectCount","12533","contagem","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Indica peso potencial de instanciacao no Unity.","Reflete peso da montagem visual dos tiles colapsados."
3,2002,"0409C706","Performance","occupiedCellCount","7999","contagem","Medido","Parametro medido sobre a saida colapsada pelo WFC.","Proxy de escala espacial da dungeon.","Proxy do volume ocupado pelo colapso."
3,2002,"0409C706","Performance","connectionCount","7","contagem","Medido","Quantidade de conexoes inferidas a partir de componentes de corredor.","Proxy de complexidade topologica.","Conexoes sao inferidas apos o colapso; nao sao primitivas nativas do WFC."
3,2002,"0409C706","Performance","managedMemoryDeltaKB","30744","KB","Estimado","Parametro medido sobre a saida colapsada pelo WFC.","Valor aproximado, sensivel a GC e ao estado do Editor.","Estimativa sujeita ao GC da Unity; use como indicio comparativo."
4,2003,"4D03B9CD","Quantitativo","numRoomsTarget","43","contagem","Medido","Extracao de componentes de celulas de sala colapsadas pelo WFC.","Tamanho estrutural da dungeon nesta execucao.","WFC nao controla salas como entidade global; salas emergem de componentes de tiles."
4,2003,"4D03B9CD","Quantitativo","connectivityRatio","2.33%","%","Medido","Busca no grafo extraido dos componentes de sala e corredores do WFC, incluindo a espinha dorsal observada quando ativa.","Mostra se o WFC produziu uma dungeon conectada sem reparo global posterior.","WFC puro nao garante conectividade global por padrao; esta variante usa uma espinha dorsal observada como restricao inicial do proprio WFC, nao como reparo posterior."
4,2003,"4D03B9CD","Quantitativo","verticalVariance","1.999","metros","Medido","Desvio padrao das alturas dos componentes de sala extraidos.","Ha variacao vertical mensuravel entre salas.","WFC pode representar verticalidade se o tileset tiver sockets verticais."
4,2003,"4D03B9CD","Quantitativo","fillPercentage","96.63%","%","Medido","Celulas ocupadas por modulos WFC divididas pelo total do volume.","Indica densidade espacial da dungeon.","Densidade e resultado de pesos e compatibilidades locais, nao de controle global direto."
4,2003,"4D03B9CD","Quantitativo","branchFactor","0.233","media","Medido","Media de conexoes por componente de sala no grafo extraido.","Layout mais linear, com poucas bifurcacoes.","Ramificacao emerge das conexoes locais; controlar grau medio diretamente exige tileset/pesos bem calibrados."
4,2003,"4D03B9CD","Quantitativo","avgPathLength","0","metros","Medido","Distancias no grafo extraido do resultado WFC.","Distancia media a partir da sala inicial.","Caminhos sao medidos apos extrair um grafo do colapso; nao sao objetivo nativo do WFC."
4,2003,"4D03B9CD","Quantitativo","uniqueModules","48","contagem","Medido","Contagem de modulos WFC e prefabs efetivamente usados.","Indica variedade basica de composicao.","WFC tende a ser forte em variedade local quando ha um tileset rico."
4,2003,"4D03B9CD","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Estimativa logica de celulas ocupadas antes de NavMesh.","Use como estimativa inicial, nao como validacao fisica final.","Proxy logico; validacao final ainda depende de NavMesh e colisores."
4,2003,"4D03B9CD","Quantitativo","criticalPathLength","0","metros","Medido","Maior distancia no grafo extraido a partir da sala inicial.","Aproxima o percurso principal inicio-objetivo.","Caminho critico nao e controlado diretamente pelo WFC puro."
4,2003,"4D03B9CD","Quantitativo","avgAlternativePathLength","0","metros","Medido","Media de conexoes extras inferidas em componentes de corredor com mais de duas salas.","Nao houve caminho alternativo nesta execucao.","Loops podem emergir, mas nao sao garantidos sem regras locais que favorecam ciclos."
4,2003,"4D03B9CD","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida colapsada pelo WFC.","Sistema configurado e com orcamento ativo.","Spawns usam celulas de sala extraidas; balanceamento e camada de gameplay."
4,2003,"4D03B9CD","Booleano","SupportsLootDistribution","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida colapsada pelo WFC.","Sistema configurado e com orcamento ativo.","Loot pode ser colocado sobre componentes de sala, mas progressao por risco nao e nativa do WFC."
4,2003,"4D03B9CD","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida colapsada pelo WFC.","Sistema configurado e com orcamento ativo.","Armadilhas podem usar celulas/corredores resultantes; sem semantica global nativa."
