runIndex,seed,topologyHash,category,parameterName,value,unit,status,collectionMethod,interpretation,algorithmApplicability
1,2000,"391DA0F2","Booleano","SupportsVerticalConnectors","Nao","sim/nao","Medido","Conta execucoes com celulas abertas alinhadas entre pavimentos e convertidas em conector vertical inferido.","Parametro atendido apenas se o volume celular multiandar gerar alinhamentos abertos entre camadas.","Possivel apenas em uma leitura 3D/multiandar do CA, por alinhamento de celulas abertas entre camadas."
1,2000,"391DA0F2","Booleano","SupportsMultiFloor","Nao","sim/nao","Medido","Conta execucoes com mais de um pavimento e pelo menos uma conexao vertical inferida do volume celular.","Parametro atendido quando existe conexao vertical inferida do proprio volume celular.","CA 2D puro nao e multiandar; a variante 3D continua celular, mas precisa ser relatada como extensao volumetrica."
1,2000,"391DA0F2","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Existe ao menos uma sala grande o suficiente.","Areas grandes podem emergir naturalmente, mas nao como arena semanticamente planejada."
1,2000,"391DA0F2","Booleano","SeedReproducible","Sim","sim/nao","Medido","Parametro medido sobre a saida do Cellular Automata puro.","A seed reproduziu a mesma topologia.","Resultado reproduzivel se ruido inicial e iteracoes usam a mesma seed."
1,2000,"391DA0F2","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Tempo registrado: 66.084 ms.","Custo cresce com tamanho do grid, pavimentos e iteracoes."
1,2000,"391DA0F2","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Parametro medido sobre a saida do Cellular Automata puro.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","Orcamento e aplicado apos a geracao, sobre celulas livres extraidas."
1,2000,"391DA0F2","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Cellular Automata puro.","Diversidade topologica: 100%.","Alta variacao visual/organica entre seeds e esperada."
1,2000,"391DA0F2","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Cellular Automata puro.","Cellular Automata e reproduzivel e simples de parametrizar, mas o efeito de pequenas mudancas nas regras precisa ser observado por bateladas.","Regras sao simples, mas efeitos globais emergentes exigem analise por metricas."
1,2000,"391DA0F2","Qualitativo","Flow","1/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Cellular Automata puro.","Indica fluidez de navegacao esperada.","Fluxo global nao e garantido; depende de conectividade emergente."
1,2000,"391DA0F2","Qualitativo","Legibility","3/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Cellular Automata puro.","A legibilidade depende do equilibrio entre areas abertas, gargalos e ilhas desconectadas.","Cavernas organicas podem ser bonitas, mas menos legiveis que salas retangulares."
1,2000,"391DA0F2","Qualitativo","StructuralVariety","2/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Cellular Automata puro.","Indica variedade estrutural dentro desta execucao.","Boa variedade morfologica; menor controle sobre semantica estrutural."
1,2000,"391DA0F2","Performance","layoutGenerationMilliseconds","16.111","ms","Medido","Tempo para inicializar ruido, executar iteracoes celulares e extrair componentes.","Representa o custo algoritmico principal.","Inclui ruido inicial, iteracoes celulares e extracao de componentes."
1,2000,"391DA0F2","Performance","geometryInstantiationMilliseconds","48.552","ms","Medido","Parametro medido sobre a saida do Cellular Automata puro.","A execucao incluiu custo visual.","Custo visual depende dos prefabs/Unity, nao do CA puro."
1,2000,"391DA0F2","Performance","metricsCalculationMilliseconds","1.403","ms","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Ajuda a quantificar custo da instrumentacao.","Custo da instrumentacao, nao do algoritmo."
1,2000,"391DA0F2","Performance","totalGenerationMilliseconds","66.084","ms","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Inclui layout, instanciacao visual e metricas; compare junto do tempo logico."
1,2000,"391DA0F2","Performance","generatedGameObjectCount","3786","contagem","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Indica peso potencial de instanciacao no Unity.","Reflete peso da montagem visual das celulas abertas."
1,2000,"391DA0F2","Performance","occupiedCellCount","2658","contagem","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Proxy de escala espacial da dungeon.","Proxy do volume aberto gerado pelo CA."
1,2000,"391DA0F2","Performance","connectionCount","0","contagem","Medido","Quantidade de conexoes inferidas por gargalos/passagens ou sobreposicoes verticais.","Proxy de complexidade topologica.","Conexoes sao inferidas apos a geracao; nao sao primitivas nativas do CA."
1,2000,"391DA0F2","Performance","managedMemoryDeltaKB","8280","KB","Estimado","Parametro medido sobre a saida do Cellular Automata puro.","Valor aproximado, sensivel a GC e ao estado do Editor.","Estimativa sujeita ao GC da Unity; use como indicio comparativo."
2,2001,"C1DC5FDF","Quantitativo","numRoomsTarget","2","contagem","Medido","Extracao de componentes abertos e densos apos iteracoes de Cellular Automata.","Tamanho estrutural da dungeon nesta execucao.","Cellular Automata nao cria salas como entidades planejadas; regioes emergem de celulas abertas."
2,2001,"C1DC5FDF","Quantitativo","connectivityRatio","50%","%","Medido","Busca no grafo extraido de componentes abertos; nenhuma conexao artificial e criada.","Mostra se as cavernas emergentes ficaram conectadas sem flood-fill reparador, carving ou grafo-guia.","CA puro nao garante conectividade global. Se a metrica ficar baixa, isso e uma limitacao real do algoritmo nesta configuracao."
2,2001,"C1DC5FDF","Quantitativo","verticalVariance","0","metros","Medido","Desvio padrao das alturas dos componentes extraidos do volume celular.","Sem variacao vertical nesta execucao; verifique se o Cellular Automata multiandar esta ativo.","Verticalidade so aparece em uma variante celular 3D/multiandar; CA 2D simples nao possui altura."
2,2001,"C1DC5FDF","Quantitativo","fillPercentage","63.92%","%","Medido","Celulas abertas apos a regra celular divididas pelo total do volume.","Indica densidade espacial da dungeon.","Densidade e controlada indiretamente por chance inicial e limites de nascimento/sobrevivencia."
2,2001,"C1DC5FDF","Quantitativo","branchFactor","0","media","Medido","Media de conexoes entre componentes extraidos por passagens estreitas detectadas.","Layout mais linear, com poucas bifurcacoes.","Ramificacao emerge de gargalos naturais, nao de um grafo explicito."
2,2001,"C1DC5FDF","Quantitativo","avgPathLength","0","metros","Medido","Distancias no grafo extraido do resultado celular.","Distancia media a partir da sala inicial.","Caminhos sao medidos depois da extracao; CA nao controla caminho critico diretamente."
2,2001,"C1DC5FDF","Quantitativo","uniqueModules","18","contagem","Medido","Contagem de categorias logicas e prefabs usados na leitura/instanciacao do resultado.","Indica variedade basica de composicao.","CA tende a variar forma organica, mas nao aumenta variedade modular sozinho."
2,2001,"C1DC5FDF","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Estimativa logica de celulas abertas antes de NavMesh.","Use como estimativa inicial, nao como validacao fisica final.","Proxy logico; ilhas desconectadas podem inflar area aberta sem criar navegabilidade util."
2,2001,"C1DC5FDF","Quantitativo","criticalPathLength","0","metros","Medido","Maior distancia no grafo extraido a partir do componente inicial.","Aproxima o percurso principal inicio-objetivo.","CA puro nao direciona progressao inicio-fim sem uma camada adicional."
2,2001,"C1DC5FDF","Quantitativo","avgAlternativePathLength","0","metros","Medido","Media de conexoes marcadas como ciclos emergentes entre componentes.","Nao houve caminho alternativo nesta execucao.","Loops podem emergir, mas nao sao garantidos."
2,2001,"C1DC5FDF","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Cellular Automata puro.","Sistema configurado e com orcamento ativo.","Spawns usam regioes abertas extraidas; balanceamento nao e propriedade nativa do CA."
2,2001,"C1DC5FDF","Booleano","SupportsLootDistribution","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Cellular Automata puro.","Sistema configurado e com orcamento ativo.","Loot pode ser colocado nas regioes abertas, mas progressao por risco depende de outra camada."
2,2001,"C1DC5FDF","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Cellular Automata puro.","Sistema configurado e com orcamento ativo.","Armadilhas podem usar celulas abertas/gargalos, mas sem semantica global nativa."
2,2001,"C1DC5FDF","Booleano","SupportsBacktrackingLoops","Nao","sim/nao","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Parametro atendido somente quando as conexoes emergentes formam ciclos no grafo extraido.","CA pode formar ciclos emergentes, mas sem controle direto de loops."
2,2001,"C1DC5FDF","Booleano","SupportsVerticalConnectors","Nao","sim/nao","Medido","Conta execucoes com celulas abertas alinhadas entre pavimentos e convertidas em conector vertical inferido.","Parametro atendido apenas se o volume celular multiandar gerar alinhamentos abertos entre camadas.","Possivel apenas em uma leitura 3D/multiandar do CA, por alinhamento de celulas abertas entre camadas."
2,2001,"C1DC5FDF","Booleano","SupportsMultiFloor","Nao","sim/nao","Medido","Conta execucoes com mais de um pavimento e pelo menos uma conexao vertical inferida do volume celular.","Parametro atendido quando existe conexao vertical inferida do proprio volume celular.","CA 2D puro nao e multiandar; a variante 3D continua celular, mas precisa ser relatada como extensao volumetrica."
2,2001,"C1DC5FDF","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Existe ao menos uma sala grande o suficiente.","Areas grandes podem emergir naturalmente, mas nao como arena semanticamente planejada."
2,2001,"C1DC5FDF","Booleano","SeedReproducible","Sim","sim/nao","Medido","Parametro medido sobre a saida do Cellular Automata puro.","A seed reproduziu a mesma topologia.","Resultado reproduzivel se ruido inicial e iteracoes usam a mesma seed."
2,2001,"C1DC5FDF","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Tempo registrado: 72.274 ms.","Custo cresce com tamanho do grid, pavimentos e iteracoes."
2,2001,"C1DC5FDF","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Parametro medido sobre a saida do Cellular Automata puro.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","Orcamento e aplicado apos a geracao, sobre celulas livres extraidas."
2,2001,"C1DC5FDF","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Cellular Automata puro.","Diversidade topologica: 100%.","Alta variacao visual/organica entre seeds e esperada."
2,2001,"C1DC5FDF","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Cellular Automata puro.","Cellular Automata e reproduzivel e simples de parametrizar, mas o efeito de pequenas mudancas nas regras precisa ser observado por bateladas.","Regras sao simples, mas efeitos globais emergentes exigem analise por metricas."
2,2001,"C1DC5FDF","Qualitativo","Flow","1/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Cellular Automata puro.","Indica fluidez de navegacao esperada.","Fluxo global nao e garantido; depende de conectividade emergente."
2,2001,"C1DC5FDF","Qualitativo","Legibility","3/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Cellular Automata puro.","A legibilidade depende do equilibrio entre areas abertas, gargalos e ilhas desconectadas.","Cavernas organicas podem ser bonitas, mas menos legiveis que salas retangulares."
2,2001,"C1DC5FDF","Qualitativo","StructuralVariety","2/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Cellular Automata puro.","Indica variedade estrutural dentro desta execucao.","Boa variedade morfologica; menor controle sobre semantica estrutural."
2,2001,"C1DC5FDF","Performance","layoutGenerationMilliseconds","12.788","ms","Medido","Tempo para inicializar ruido, executar iteracoes celulares e extrair componentes.","Representa o custo algoritmico principal.","Inclui ruido inicial, iteracoes celulares e extracao de componentes."
2,2001,"C1DC5FDF","Performance","geometryInstantiationMilliseconds","58.098","ms","Medido","Parametro medido sobre a saida do Cellular Automata puro.","A execucao incluiu custo visual.","Custo visual depende dos prefabs/Unity, nao do CA puro."
2,2001,"C1DC5FDF","Performance","metricsCalculationMilliseconds","1.385","ms","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Ajuda a quantificar custo da instrumentacao.","Custo da instrumentacao, nao do algoritmo."
2,2001,"C1DC5FDF","Performance","totalGenerationMilliseconds","72.274","ms","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Inclui layout, instanciacao visual e metricas; compare junto do tempo logico."
2,2001,"C1DC5FDF","Performance","generatedGameObjectCount","3830","contagem","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Indica peso potencial de instanciacao no Unity.","Reflete peso da montagem visual das celulas abertas."
2,2001,"C1DC5FDF","Performance","occupiedCellCount","2618","contagem","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Proxy de escala espacial da dungeon.","Proxy do volume aberto gerado pelo CA."
2,2001,"C1DC5FDF","Performance","connectionCount","0","contagem","Medido","Quantidade de conexoes inferidas por gargalos/passagens ou sobreposicoes verticais.","Proxy de complexidade topologica.","Conexoes sao inferidas apos a geracao; nao sao primitivas nativas do CA."
2,2001,"C1DC5FDF","Performance","managedMemoryDeltaKB","8160","KB","Estimado","Parametro medido sobre a saida do Cellular Automata puro.","Valor aproximado, sensivel a GC e ao estado do Editor.","Estimativa sujeita ao GC da Unity; use como indicio comparativo."
3,2002,"456495B1","Quantitativo","numRoomsTarget","2","contagem","Medido","Extracao de componentes abertos e densos apos iteracoes de Cellular Automata.","Tamanho estrutural da dungeon nesta execucao.","Cellular Automata nao cria salas como entidades planejadas; regioes emergem de celulas abertas."
3,2002,"456495B1","Quantitativo","connectivityRatio","50%","%","Medido","Busca no grafo extraido de componentes abertos; nenhuma conexao artificial e criada.","Mostra se as cavernas emergentes ficaram conectadas sem flood-fill reparador, carving ou grafo-guia.","CA puro nao garante conectividade global. Se a metrica ficar baixa, isso e uma limitacao real do algoritmo nesta configuracao."
3,2002,"456495B1","Quantitativo","verticalVariance","0","metros","Medido","Desvio padrao das alturas dos componentes extraidos do volume celular.","Sem variacao vertical nesta execucao; verifique se o Cellular Automata multiandar esta ativo.","Verticalidade so aparece em uma variante celular 3D/multiandar; CA 2D simples nao possui altura."
3,2002,"456495B1","Quantitativo","fillPercentage","63.92%","%","Medido","Celulas abertas apos a regra celular divididas pelo total do volume.","Indica densidade espacial da dungeon.","Densidade e controlada indiretamente por chance inicial e limites de nascimento/sobrevivencia."
3,2002,"456495B1","Quantitativo","branchFactor","0","media","Medido","Media de conexoes entre componentes extraidos por passagens estreitas detectadas.","Layout mais linear, com poucas bifurcacoes.","Ramificacao emerge de gargalos naturais, nao de um grafo explicito."
3,2002,"456495B1","Quantitativo","avgPathLength","0","metros","Medido","Distancias no grafo extraido do resultado celular.","Distancia media a partir da sala inicial.","Caminhos sao medidos depois da extracao; CA nao controla caminho critico diretamente."
3,2002,"456495B1","Quantitativo","uniqueModules","17","contagem","Medido","Contagem de categorias logicas e prefabs usados na leitura/instanciacao do resultado.","Indica variedade basica de composicao.","CA tende a variar forma organica, mas nao aumenta variedade modular sozinho."
3,2002,"456495B1","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Estimativa logica de celulas abertas antes de NavMesh.","Use como estimativa inicial, nao como validacao fisica final.","Proxy logico; ilhas desconectadas podem inflar area aberta sem criar navegabilidade util."
3,2002,"456495B1","Quantitativo","criticalPathLength","0","metros","Medido","Maior distancia no grafo extraido a partir do componente inicial.","Aproxima o percurso principal inicio-objetivo.","CA puro nao direciona progressao inicio-fim sem uma camada adicional."
3,2002,"456495B1","Quantitativo","avgAlternativePathLength","0","metros","Medido","Media de conexoes marcadas como ciclos emergentes entre componentes.","Nao houve caminho alternativo nesta execucao.","Loops podem emergir, mas nao sao garantidos."
3,2002,"456495B1","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Cellular Automata puro.","Sistema configurado e com orcamento ativo.","Spawns usam regioes abertas extraidas; balanceamento nao e propriedade nativa do CA."
3,2002,"456495B1","Booleano","SupportsLootDistribution","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Cellular Automata puro.","Sistema configurado e com orcamento ativo.","Loot pode ser colocado nas regioes abertas, mas progressao por risco depende de outra camada."
3,2002,"456495B1","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Cellular Automata puro.","Sistema configurado e com orcamento ativo.","Armadilhas podem usar celulas abertas/gargalos, mas sem semantica global nativa."
3,2002,"456495B1","Booleano","SupportsBacktrackingLoops","Nao","sim/nao","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Parametro atendido somente quando as conexoes emergentes formam ciclos no grafo extraido.","CA pode formar ciclos emergentes, mas sem controle direto de loops."
3,2002,"456495B1","Booleano","SupportsVerticalConnectors","Nao","sim/nao","Medido","Conta execucoes com celulas abertas alinhadas entre pavimentos e convertidas em conector vertical inferido.","Parametro atendido apenas se o volume celular multiandar gerar alinhamentos abertos entre camadas.","Possivel apenas em uma leitura 3D/multiandar do CA, por alinhamento de celulas abertas entre camadas."
3,2002,"456495B1","Booleano","SupportsMultiFloor","Nao","sim/nao","Medido","Conta execucoes com mais de um pavimento e pelo menos uma conexao vertical inferida do volume celular.","Parametro atendido quando existe conexao vertical inferida do proprio volume celular.","CA 2D puro nao e multiandar; a variante 3D continua celular, mas precisa ser relatada como extensao volumetrica."
3,2002,"456495B1","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Existe ao menos uma sala grande o suficiente.","Areas grandes podem emergir naturalmente, mas nao como arena semanticamente planejada."
3,2002,"456495B1","Booleano","SeedReproducible","Sim","sim/nao","Medido","Parametro medido sobre a saida do Cellular Automata puro.","A seed reproduziu a mesma topologia.","Resultado reproduzivel se ruido inicial e iteracoes usam a mesma seed."
3,2002,"456495B1","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Tempo registrado: 67.296 ms.","Custo cresce com tamanho do grid, pavimentos e iteracoes."
3,2002,"456495B1","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Parametro medido sobre a saida do Cellular Automata puro.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","Orcamento e aplicado apos a geracao, sobre celulas livres extraidas."
3,2002,"456495B1","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Cellular Automata puro.","Diversidade topologica: 100%.","Alta variacao visual/organica entre seeds e esperada."
3,2002,"456495B1","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Cellular Automata puro.","Cellular Automata e reproduzivel e simples de parametrizar, mas o efeito de pequenas mudancas nas regras precisa ser observado por bateladas.","Regras sao simples, mas efeitos globais emergentes exigem analise por metricas."
3,2002,"456495B1","Qualitativo","Flow","1/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Cellular Automata puro.","Indica fluidez de navegacao esperada.","Fluxo global nao e garantido; depende de conectividade emergente."
3,2002,"456495B1","Qualitativo","Legibility","3/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Cellular Automata puro.","A legibilidade depende do equilibrio entre areas abertas, gargalos e ilhas desconectadas.","Cavernas organicas podem ser bonitas, mas menos legiveis que salas retangulares."
3,2002,"456495B1","Qualitativo","StructuralVariety","2/5","Likert 1-5","Estimado automaticamente","Parametro medido sobre a saida do Cellular Automata puro.","Indica variedade estrutural dentro desta execucao.","Boa variedade morfologica; menor controle sobre semantica estrutural."
3,2002,"456495B1","Performance","layoutGenerationMilliseconds","12.088","ms","Medido","Tempo para inicializar ruido, executar iteracoes celulares e extrair componentes.","Representa o custo algoritmico principal.","Inclui ruido inicial, iteracoes celulares e extracao de componentes."
3,2002,"456495B1","Performance","geometryInstantiationMilliseconds","53.86","ms","Medido","Parametro medido sobre a saida do Cellular Automata puro.","A execucao incluiu custo visual.","Custo visual depende dos prefabs/Unity, nao do CA puro."
3,2002,"456495B1","Performance","metricsCalculationMilliseconds","1.345","ms","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Ajuda a quantificar custo da instrumentacao.","Custo da instrumentacao, nao do algoritmo."
3,2002,"456495B1","Performance","totalGenerationMilliseconds","67.296","ms","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Inclui layout, instanciacao visual e metricas; compare junto do tempo logico."
3,2002,"456495B1","Performance","generatedGameObjectCount","3762","contagem","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Indica peso potencial de instanciacao no Unity.","Reflete peso da montagem visual das celulas abertas."
3,2002,"456495B1","Performance","occupiedCellCount","2618","contagem","Medido","Parametro medido sobre a saida do Cellular Automata puro.","Proxy de escala espacial da dungeon.","Proxy do volume aberto gerado pelo CA."
3,2002,"456495B1","Performance","connectionCount","0","contagem","Medido","Quantidade de conexoes inferidas por gargalos/passagens ou sobreposicoes verticais.","Proxy de complexidade topologica.","Conexoes sao inferidas apos a geracao; nao sao primitivas nativas do CA."
3,2002,"456495B1","Performance","managedMemoryDeltaKB","8160","KB","Estimado","Parametro medido sobre a saida do Cellular Automata puro.","Valor aproximado, sensivel a GC e ao estado do Editor.","Estimativa sujeita ao GC da Unity; use como indicio comparativo."
4,2003,"55DEF7DB","Quantitativo","numRoomsTarget","1","contagem","Medido","Extracao de componentes abertos e densos apos iteracoes de Cellular Automata.","Tamanho estrutural da dungeon nesta execucao.","Cellular Automata nao cria salas como entidades planejadas; regioes emergem de celulas abertas."
4,2003,"55DEF7DB","Quantitativo","connectivityRatio","100%","%","Medido","Busca no grafo extraido de componentes abertos; nenhuma conexao artificial e criada.","Mostra se as cavernas emergentes ficaram conectadas sem flood-fill reparador, carving ou grafo-guia.","CA puro nao garante conectividade global. Se a metrica ficar baixa, isso e uma limitacao real do algoritmo nesta configuracao."
4,2003,"55DEF7DB","Quantitativo","verticalVariance","0","metros","Medido","Desvio padrao das alturas dos componentes extraidos do volume celular.","Sem variacao vertical nesta execucao; verifique se o Cellular Automata multiandar esta ativo.","Verticalidade so aparece em uma variante celular 3D/multiandar; CA 2D simples nao possui altura."
4,2003,"55DEF7DB","Quantitativo","fillPercentage","62.57%","%","Medido","Celulas abertas apos a regra celular divididas pelo total do volume.","Indica densidade espacial da dungeon.","Densidade e controlada indiretamente por chance inicial e limites de nascimento/sobrevivencia."
4,2003,"55DEF7DB","Quantitativo","branchFactor","0","media","Medido","Media de conexoes entre componentes extraidos por passagens estreitas detectadas.","Layout mais linear, com poucas bifurcacoes.","Ramificacao emerge de gargalos naturais, nao de um grafo explicito."
4,2003,"55DEF7DB","Quantitativo","avgPathLength","0","metros","Medido","Distancias no grafo extraido do resultado celular.","Distancia media a partir da sala inicial.","Caminhos sao medidos depois da extracao; CA nao controla caminho critico diretamente."
4,2003,"55DEF7DB","Quantitativo","uniqueModules","16","contagem","Medido","Contagem de categorias logicas e prefabs usados na leitura/instanciacao do resultado.","Indica variedade basica de composicao.","CA tende a variar forma organica, mas nao aumenta variedade modular sozinho."
4,2003,"55DEF7DB","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Estimativa logica de celulas abertas antes de NavMesh.","Use como estimativa inicial, nao como validacao fisica final.","Proxy logico; ilhas desconectadas podem inflar area aberta sem criar navegabilidade util."
4,2003,"55DEF7DB","Quantitativo","criticalPathLength","0","metros","Medido","Maior distancia no grafo extraido a partir do componente inicial.","Aproxima o percurso principal inicio-objetivo.","CA puro nao direciona progressao inicio-fim sem uma camada adicional."
4,2003,"55DEF7DB","Quantitativo","avgAlternativePathLength","0","metros","Medido","Media de conexoes marcadas como ciclos emergentes entre componentes.","Nao houve caminho alternativo nesta execucao.","Loops podem emergir, mas nao sao garantidos."
4,2003,"55DEF7DB","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Cellular Automata puro.","Sistema configurado e com orcamento ativo.","Spawns usam regioes abertas extraidas; balanceamento nao e propriedade nativa do CA."
4,2003,"55DEF7DB","Booleano","SupportsLootDistribution","Sim, testado","sim/nao","Suportado","Parametro medido sobre a saida do Cellular Automata puro.","Sistema configurado e com orcamento ativo.","Loot pode ser colocado nas regioes abertas, mas progressao por risco depende de outra camada."
