runIndex,seed,topologyHash,category,parameterName,value,unit,status,collectionMethod,interpretation,algorithmApplicability
1,2000,"E13ADCFD","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Verifica se armadilhas podem ser marcadas em areas navegaveis.","Sistema configurado e com orcamento ativo.","Armadilhas podem ser colocadas em salas, corredores ou arestas especificas do grafo."
1,2000,"E13ADCFD","Booleano","SupportsBacktrackingLoops","Sim","sim/nao","Medido","Conta execucoes em que o grafo recebeu ciclos navegaveis.","A dungeon possui loop para retorno/caminho alternativo.","Suporte nativo quando o grafo recebe arestas extras alem da arvore de conectividade."
1,2000,"E13ADCFD","Booleano","SupportsVerticalConnectors","Sim","sim/nao","Medido","Conta execucoes com arestas verticais entre pavimentos.","Parametro atendido quando existem arestas verticais Room Graph entre pavimentos.","Implementado como arestas verticais do proprio Room Graph, sem usar BSP ou outro algoritmo auxiliar."
1,2000,"E13ADCFD","Booleano","SupportsMultiFloor","Sim","sim/nao","Medido","Conta execucoes com mais de um pavimento conectado por arestas verticais.","Parametro atendido quando ha pavimentos conectados dentro do mesmo grafo.","Implementado por nos distribuidos em pavimentos e arestas verticais entre camadas."
1,2000,"E13ADCFD","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Conta execucoes com ao menos uma sala acima da area minima configurada.","Existe ao menos uma sala grande o suficiente.","Suportado se algum no/sala for grande o suficiente; pode exigir parametros de tamanho ou uma regra de no especial."
1,2000,"E13ADCFD","Booleano","SeedReproducible","Sim","sim/nao","Medido","Gera a mesma seed duas vezes e compara o hash topologico.","A seed reproduziu a mesma topologia.","O Room Graph e deterministico quando todas as escolhas usam a mesma seed."
1,2000,"E13ADCFD","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Conta execucoes abaixo do limite de tempo configurado.","Tempo registrado: 11.116 ms.","Room Graph tende a ser rapido; a etapa mais sensivel e o posicionamento sem sobreposicao das salas."
1,2000,"E13ADCFD","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Verifica se os orcamentos de inimigos, loot e armadilhas cabem nas celulas livres.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","Orcamentos sao controlados por camada de spawn sobre os nos/salas gerados."
1,2000,"E13ADCFD","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Estimativa baseada na diversidade de hashes topologicos entre seeds.","Diversidade topologica: 100%.","A variacao entre seeds depende da combinacao entre grafo, embedding espacial e arestas extras."
1,2000,"E13ADCFD","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Estimativa baseada na natureza explicita do grafo de nos e arestas.","A estrutura de nos e arestas facilita inspecao, depuracao e reproducao por seed.","Room Graph e facil de depurar porque a topologia pode ser inspecionada como nos e arestas."
1,2000,"E13ADCFD","Qualitativo","Flow","5/5","Likert 1-5","Estimado automaticamente","Estimativa baseada em conectividade, caminho critico e ramificacao.","Indica fluidez de navegacao esperada.","O controle de fluxo e uma das maiores vantagens do Room Graph, pois caminhos e ramificacoes sao explicitos."
1,2000,"E13ADCFD","Qualitativo","Legibility","4/5","Likert 1-5","Estimado automaticamente","Estimativa baseada em conectividade, densidade e ramificacao do grafo.","Indica se o layout tende a ser compreensivel.","A legibilidade depende do embedding: o grafo e claro, mas corredores podem cruzar se o layout espacial ficar apertado."
1,2000,"E13ADCFD","Qualitativo","StructuralVariety","5/5","Likert 1-5","Estimado automaticamente","Estimativa baseada em quantidade de salas, modulos e loops.","Indica variedade estrutural dentro desta execucao.","A variedade estrutural e boa em macrofluxo; variedade local ainda depende de regras de decoracao/assets."
1,2000,"E13ADCFD","Performance","layoutGenerationMilliseconds","2.049","ms","Medido","Tempo para criar, posicionar e conectar o Room Graph logico.","Representa o custo algoritmico principal do Room Graph.","Mede custo de criar nos, posiciona-los e conectar o grafo; compare separado da instanciacao Unity."
1,2000,"E13ADCFD","Performance","geometryInstantiationMilliseconds","0","ms","Medido","Tempo gasto instanciando prefabs/objetos visuais quando habilitado.","A execucao mediu apenas o layout logico.","Custo visual depende dos prefabs/Unity, nao do Room Graph puro."
1,2000,"E13ADCFD","Performance","metricsCalculationMilliseconds","9.066","ms","Medido","Tempo para calcular e consolidar metricas apos a geracao.","Ajuda a quantificar custo da instrumentacao.","Custo da instrumentacao, nao do algoritmo."
1,2000,"E13ADCFD","Performance","totalGenerationMilliseconds","11.116","ms","Medido","Tempo total medido da execucao.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Inclui layout, instanciacao visual e metricas; use junto com o tempo logico."
1,2000,"E13ADCFD","Performance","generatedGameObjectCount","0","contagem","Medido","Quantidade de GameObjects criados durante a montagem visual.","Indica peso potencial de instanciacao no Unity.","Reflete peso da montagem visual da cena gerada pelo grafo."
1,2000,"E13ADCFD","Performance","occupiedCellCount","4236","contagem","Medido","Quantidade de celulas ocupadas no grid logico.","Proxy de escala espacial da dungeon.","Proxy de escala espacial resultante do embedding dos nos e corredores."
1,2000,"E13ADCFD","Performance","connectionCount","44","contagem","Medido","Quantidade de arestas/conexoes no grafo.","Reflete diretamente a complexidade topologica do grafo.","Metrica muito natural para Room Graph, pois corresponde diretamente ao numero de arestas."
1,2000,"E13ADCFD","Performance","managedMemoryDeltaKB","1004","KB","Estimado","Variacao aproximada de memoria gerenciada durante a execucao.","Valor aproximado, sensivel a GC e ao estado do Editor.","Estimativa sujeita ao GC da Unity; use como indicio comparativo."
2,2001,"B440E37B","Quantitativo","numRoomsTarget","45","contagem","Medido","Contagem de nos/salas posicionados pelo Room Graph.","Indica quantos nos do grafo foram efetivamente posicionados como salas.","Room Graph controla salas como nos do grafo; a etapa de embedding pode gerar menos salas se nao houver espaco sem sobreposicao."
2,2001,"B440E37B","Quantitativo","connectivityRatio","100%","%","Medido","Busca no grafo de salas a partir da sala inicial.","Mostra se as salas ficaram conectadas no componente principal do grafo.","Room Graph e forte neste parametro: a arvore de conexoes garante componente principal conectado quando ha pelo menos duas salas."
2,2001,"B440E37B","Quantitativo","verticalVariance","2","metros","Medido","Desvio padrao das alturas dos nos/salas entre pavimentos.","Valor acima de 0 indica variacao vertical gerada por pavimentos e arestas verticais.","Room Graph puro suporta verticalidade ao criar arestas verticais entre nos de pavimentos adjacentes."
2,2001,"B440E37B","Quantitativo","fillPercentage","49.67%","%","Medido","Celulas ocupadas por salas e corredores divididas pelo total do grid.","Indica densidade espacial da dungeon.","A densidade depende do numero de nos, tamanhos de sala e sucesso do posicionamento espacial do grafo."
2,2001,"B440E37B","Quantitativo","branchFactor","2.044","media","Medido","Media de arestas por no/sala no grafo.","Valores maiores indicam mais bifurcacoes e loops no grafo.","O fator de ramificacao e diretamente controlado por arvore inicial e arestas extras de loop."
2,2001,"B440E37B","Quantitativo","avgPathLength","148.182","metros","Medido","Distancias calculadas no grafo explicito de salas.","Distancia media a partir da sala inicial.","Caminhos sao naturais para Room Graph, pois o algoritmo ja trabalha com grafo explicito."
2,2001,"B440E37B","Quantitativo","uniqueModules","4","contagem","Medido","Contagem de modulos logicos e prefabs usados pela montagem do Room Graph.","Indica variedade basica de composicao.","A variedade vem das categorias logicas do grafo, conectores, corredores e assets configurados."
2,2001,"B440E37B","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Estimativa logica de celulas navegaveis antes de NavMesh.","Use como estimativa inicial, nao como validacao fisica final.","A navegabilidade e estimada no grid logico; validacao fisica final ainda exige NavMesh."
2,2001,"B440E37B","Quantitativo","criticalPathLength","276","metros","Medido","Maior distancia encontrada no grafo a partir da sala inicial.","Aproxima o percurso principal entre inicio e ponto mais distante no grafo.","Room Graph mede bem percurso principal porque distancias no grafo sao parte central do modelo."
2,2001,"B440E37B","Quantitativo","avgAlternativePathLength","37","metros","Medido","Media das arestas extras marcadas como loops.","Ha caminhos alternativos mensuraveis.","Loops e atalhos sao uma vantagem direta do Room Graph, bastando adicionar arestas extras."
2,2001,"B440E37B","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Verifica se o sistema de spawn usa salas/celulas geradas pelo grafo.","Sistema configurado e com orcamento ativo.","Room Graph oferece salas/nos claros para spawns; balanceamento de combate e camada de gameplay."
2,2001,"B440E37B","Booleano","SupportsLootDistribution","Sim, testado","sim/nao","Suportado","Verifica se loot pode ser distribuido sobre salas/celulas do grafo.","Sistema configurado e com orcamento ativo.","Loot pode ser distribuido por nos/salas ou por distancia no grafo."
2,2001,"B440E37B","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Verifica se armadilhas podem ser marcadas em areas navegaveis.","Sistema configurado e com orcamento ativo.","Armadilhas podem ser colocadas em salas, corredores ou arestas especificas do grafo."
2,2001,"B440E37B","Booleano","SupportsBacktrackingLoops","Sim","sim/nao","Medido","Conta execucoes em que o grafo recebeu ciclos navegaveis.","A dungeon possui loop para retorno/caminho alternativo.","Suporte nativo quando o grafo recebe arestas extras alem da arvore de conectividade."
2,2001,"B440E37B","Booleano","SupportsVerticalConnectors","Sim","sim/nao","Medido","Conta execucoes com arestas verticais entre pavimentos.","Parametro atendido quando existem arestas verticais Room Graph entre pavimentos.","Implementado como arestas verticais do proprio Room Graph, sem usar BSP ou outro algoritmo auxiliar."
2,2001,"B440E37B","Booleano","SupportsMultiFloor","Sim","sim/nao","Medido","Conta execucoes com mais de um pavimento conectado por arestas verticais.","Parametro atendido quando ha pavimentos conectados dentro do mesmo grafo.","Implementado por nos distribuidos em pavimentos e arestas verticais entre camadas."
2,2001,"B440E37B","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Conta execucoes com ao menos uma sala acima da area minima configurada.","Existe ao menos uma sala grande o suficiente.","Suportado se algum no/sala for grande o suficiente; pode exigir parametros de tamanho ou uma regra de no especial."
2,2001,"B440E37B","Booleano","SeedReproducible","Sim","sim/nao","Medido","Gera a mesma seed duas vezes e compara o hash topologico.","A seed reproduziu a mesma topologia.","O Room Graph e deterministico quando todas as escolhas usam a mesma seed."
2,2001,"B440E37B","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Conta execucoes abaixo do limite de tempo configurado.","Tempo registrado: 23.726 ms.","Room Graph tende a ser rapido; a etapa mais sensivel e o posicionamento sem sobreposicao das salas."
2,2001,"B440E37B","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Verifica se os orcamentos de inimigos, loot e armadilhas cabem nas celulas livres.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","Orcamentos sao controlados por camada de spawn sobre os nos/salas gerados."
2,2001,"B440E37B","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Estimativa baseada na diversidade de hashes topologicos entre seeds.","Diversidade topologica: 100%.","A variacao entre seeds depende da combinacao entre grafo, embedding espacial e arestas extras."
2,2001,"B440E37B","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Estimativa baseada na natureza explicita do grafo de nos e arestas.","A estrutura de nos e arestas facilita inspecao, depuracao e reproducao por seed.","Room Graph e facil de depurar porque a topologia pode ser inspecionada como nos e arestas."
2,2001,"B440E37B","Qualitativo","Flow","5/5","Likert 1-5","Estimado automaticamente","Estimativa baseada em conectividade, caminho critico e ramificacao.","Indica fluidez de navegacao esperada.","O controle de fluxo e uma das maiores vantagens do Room Graph, pois caminhos e ramificacoes sao explicitos."
2,2001,"B440E37B","Qualitativo","Legibility","4/5","Likert 1-5","Estimado automaticamente","Estimativa baseada em conectividade, densidade e ramificacao do grafo.","Indica se o layout tende a ser compreensivel.","A legibilidade depende do embedding: o grafo e claro, mas corredores podem cruzar se o layout espacial ficar apertado."
2,2001,"B440E37B","Qualitativo","StructuralVariety","5/5","Likert 1-5","Estimado automaticamente","Estimativa baseada em quantidade de salas, modulos e loops.","Indica variedade estrutural dentro desta execucao.","A variedade estrutural e boa em macrofluxo; variedade local ainda depende de regras de decoracao/assets."
2,2001,"B440E37B","Performance","layoutGenerationMilliseconds","12.169","ms","Medido","Tempo para criar, posicionar e conectar o Room Graph logico.","Representa o custo algoritmico principal do Room Graph.","Mede custo de criar nos, posiciona-los e conectar o grafo; compare separado da instanciacao Unity."
2,2001,"B440E37B","Performance","geometryInstantiationMilliseconds","0","ms","Medido","Tempo gasto instanciando prefabs/objetos visuais quando habilitado.","A execucao mediu apenas o layout logico.","Custo visual depende dos prefabs/Unity, nao do Room Graph puro."
2,2001,"B440E37B","Performance","metricsCalculationMilliseconds","11.556","ms","Medido","Tempo para calcular e consolidar metricas apos a geracao.","Ajuda a quantificar custo da instrumentacao.","Custo da instrumentacao, nao do algoritmo."
2,2001,"B440E37B","Performance","totalGenerationMilliseconds","23.726","ms","Medido","Tempo total medido da execucao.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Inclui layout, instanciacao visual e metricas; use junto com o tempo logico."
2,2001,"B440E37B","Performance","generatedGameObjectCount","0","contagem","Medido","Quantidade de GameObjects criados durante a montagem visual.","Indica peso potencial de instanciacao no Unity.","Reflete peso da montagem visual da cena gerada pelo grafo."
2,2001,"B440E37B","Performance","occupiedCellCount","4069","contagem","Medido","Quantidade de celulas ocupadas no grid logico.","Proxy de escala espacial da dungeon.","Proxy de escala espacial resultante do embedding dos nos e corredores."
2,2001,"B440E37B","Performance","connectionCount","46","contagem","Medido","Quantidade de arestas/conexoes no grafo.","Reflete diretamente a complexidade topologica do grafo.","Metrica muito natural para Room Graph, pois corresponde diretamente ao numero de arestas."
2,2001,"B440E37B","Performance","managedMemoryDeltaKB","952","KB","Estimado","Variacao aproximada de memoria gerenciada durante a execucao.","Valor aproximado, sensivel a GC e ao estado do Editor.","Estimativa sujeita ao GC da Unity; use como indicio comparativo."
3,2002,"258AD17C","Quantitativo","numRoomsTarget","48","contagem","Medido","Contagem de nos/salas posicionados pelo Room Graph.","Indica quantos nos do grafo foram efetivamente posicionados como salas.","Room Graph controla salas como nos do grafo; a etapa de embedding pode gerar menos salas se nao houver espaco sem sobreposicao."
3,2002,"258AD17C","Quantitativo","connectivityRatio","100%","%","Medido","Busca no grafo de salas a partir da sala inicial.","Mostra se as salas ficaram conectadas no componente principal do grafo.","Room Graph e forte neste parametro: a arvore de conexoes garante componente principal conectado quando ha pelo menos duas salas."
3,2002,"258AD17C","Quantitativo","verticalVariance","2","metros","Medido","Desvio padrao das alturas dos nos/salas entre pavimentos.","Valor acima de 0 indica variacao vertical gerada por pavimentos e arestas verticais.","Room Graph puro suporta verticalidade ao criar arestas verticais entre nos de pavimentos adjacentes."
3,2002,"258AD17C","Quantitativo","fillPercentage","51.54%","%","Medido","Celulas ocupadas por salas e corredores divididas pelo total do grid.","Indica densidade espacial da dungeon.","A densidade depende do numero de nos, tamanhos de sala e sucesso do posicionamento espacial do grafo."
3,2002,"258AD17C","Quantitativo","branchFactor","2.042","media","Medido","Media de arestas por no/sala no grafo.","Valores maiores indicam mais bifurcacoes e loops no grafo.","O fator de ramificacao e diretamente controlado por arvore inicial e arestas extras de loop."
3,2002,"258AD17C","Quantitativo","avgPathLength","76.468","metros","Medido","Distancias calculadas no grafo explicito de salas.","Distancia media a partir da sala inicial.","Caminhos sao naturais para Room Graph, pois o algoritmo ja trabalha com grafo explicito."
3,2002,"258AD17C","Quantitativo","uniqueModules","4","contagem","Medido","Contagem de modulos logicos e prefabs usados pela montagem do Room Graph.","Indica variedade basica de composicao.","A variedade vem das categorias logicas do grafo, conectores, corredores e assets configurados."
3,2002,"258AD17C","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Estimativa logica de celulas navegaveis antes de NavMesh.","Use como estimativa inicial, nao como validacao fisica final.","A navegabilidade e estimada no grid logico; validacao fisica final ainda exige NavMesh."
3,2002,"258AD17C","Quantitativo","criticalPathLength","148","metros","Medido","Maior distancia encontrada no grafo a partir da sala inicial.","Aproxima o percurso principal entre inicio e ponto mais distante no grafo.","Room Graph mede bem percurso principal porque distancias no grafo sao parte central do modelo."
3,2002,"258AD17C","Quantitativo","avgAlternativePathLength","29","metros","Medido","Media das arestas extras marcadas como loops.","Ha caminhos alternativos mensuraveis.","Loops e atalhos sao uma vantagem direta do Room Graph, bastando adicionar arestas extras."
3,2002,"258AD17C","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Verifica se o sistema de spawn usa salas/celulas geradas pelo grafo.","Sistema configurado e com orcamento ativo.","Room Graph oferece salas/nos claros para spawns; balanceamento de combate e camada de gameplay."
3,2002,"258AD17C","Booleano","SupportsLootDistribution","Sim, testado","sim/nao","Suportado","Verifica se loot pode ser distribuido sobre salas/celulas do grafo.","Sistema configurado e com orcamento ativo.","Loot pode ser distribuido por nos/salas ou por distancia no grafo."
3,2002,"258AD17C","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Verifica se armadilhas podem ser marcadas em areas navegaveis.","Sistema configurado e com orcamento ativo.","Armadilhas podem ser colocadas em salas, corredores ou arestas especificas do grafo."
3,2002,"258AD17C","Booleano","SupportsBacktrackingLoops","Sim","sim/nao","Medido","Conta execucoes em que o grafo recebeu ciclos navegaveis.","A dungeon possui loop para retorno/caminho alternativo.","Suporte nativo quando o grafo recebe arestas extras alem da arvore de conectividade."
3,2002,"258AD17C","Booleano","SupportsVerticalConnectors","Sim","sim/nao","Medido","Conta execucoes com arestas verticais entre pavimentos.","Parametro atendido quando existem arestas verticais Room Graph entre pavimentos.","Implementado como arestas verticais do proprio Room Graph, sem usar BSP ou outro algoritmo auxiliar."
3,2002,"258AD17C","Booleano","SupportsMultiFloor","Sim","sim/nao","Medido","Conta execucoes com mais de um pavimento conectado por arestas verticais.","Parametro atendido quando ha pavimentos conectados dentro do mesmo grafo.","Implementado por nos distribuidos em pavimentos e arestas verticais entre camadas."
3,2002,"258AD17C","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Conta execucoes com ao menos uma sala acima da area minima configurada.","Existe ao menos uma sala grande o suficiente.","Suportado se algum no/sala for grande o suficiente; pode exigir parametros de tamanho ou uma regra de no especial."
3,2002,"258AD17C","Booleano","SeedReproducible","Sim","sim/nao","Medido","Gera a mesma seed duas vezes e compara o hash topologico.","A seed reproduziu a mesma topologia.","O Room Graph e deterministico quando todas as escolhas usam a mesma seed."
3,2002,"258AD17C","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Conta execucoes abaixo do limite de tempo configurado.","Tempo registrado: 13.471 ms.","Room Graph tende a ser rapido; a etapa mais sensivel e o posicionamento sem sobreposicao das salas."
3,2002,"258AD17C","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Verifica se os orcamentos de inimigos, loot e armadilhas cabem nas celulas livres.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","Orcamentos sao controlados por camada de spawn sobre os nos/salas gerados."
3,2002,"258AD17C","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Estimativa baseada na diversidade de hashes topologicos entre seeds.","Diversidade topologica: 100%.","A variacao entre seeds depende da combinacao entre grafo, embedding espacial e arestas extras."
3,2002,"258AD17C","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Estimativa baseada na natureza explicita do grafo de nos e arestas.","A estrutura de nos e arestas facilita inspecao, depuracao e reproducao por seed.","Room Graph e facil de depurar porque a topologia pode ser inspecionada como nos e arestas."
3,2002,"258AD17C","Qualitativo","Flow","5/5","Likert 1-5","Estimado automaticamente","Estimativa baseada em conectividade, caminho critico e ramificacao.","Indica fluidez de navegacao esperada.","O controle de fluxo e uma das maiores vantagens do Room Graph, pois caminhos e ramificacoes sao explicitos."
3,2002,"258AD17C","Qualitativo","Legibility","4/5","Likert 1-5","Estimado automaticamente","Estimativa baseada em conectividade, densidade e ramificacao do grafo.","Indica se o layout tende a ser compreensivel.","A legibilidade depende do embedding: o grafo e claro, mas corredores podem cruzar se o layout espacial ficar apertado."
3,2002,"258AD17C","Qualitativo","StructuralVariety","5/5","Likert 1-5","Estimado automaticamente","Estimativa baseada em quantidade de salas, modulos e loops.","Indica variedade estrutural dentro desta execucao.","A variedade estrutural e boa em macrofluxo; variedade local ainda depende de regras de decoracao/assets."
3,2002,"258AD17C","Performance","layoutGenerationMilliseconds","4.432","ms","Medido","Tempo para criar, posicionar e conectar o Room Graph logico.","Representa o custo algoritmico principal do Room Graph.","Mede custo de criar nos, posiciona-los e conectar o grafo; compare separado da instanciacao Unity."
3,2002,"258AD17C","Performance","geometryInstantiationMilliseconds","0","ms","Medido","Tempo gasto instanciando prefabs/objetos visuais quando habilitado.","A execucao mediu apenas o layout logico.","Custo visual depende dos prefabs/Unity, nao do Room Graph puro."
3,2002,"258AD17C","Performance","metricsCalculationMilliseconds","9.038","ms","Medido","Tempo para calcular e consolidar metricas apos a geracao.","Ajuda a quantificar custo da instrumentacao.","Custo da instrumentacao, nao do algoritmo."
3,2002,"258AD17C","Performance","totalGenerationMilliseconds","13.471","ms","Medido","Tempo total medido da execucao.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Inclui layout, instanciacao visual e metricas; use junto com o tempo logico."
3,2002,"258AD17C","Performance","generatedGameObjectCount","0","contagem","Medido","Quantidade de GameObjects criados durante a montagem visual.","Indica peso potencial de instanciacao no Unity.","Reflete peso da montagem visual da cena gerada pelo grafo."
3,2002,"258AD17C","Performance","occupiedCellCount","4222","contagem","Medido","Quantidade de celulas ocupadas no grid logico.","Proxy de escala espacial da dungeon.","Proxy de escala espacial resultante do embedding dos nos e corredores."
3,2002,"258AD17C","Performance","connectionCount","49","contagem","Medido","Quantidade de arestas/conexoes no grafo.","Reflete diretamente a complexidade topologica do grafo.","Metrica muito natural para Room Graph, pois corresponde diretamente ao numero de arestas."
3,2002,"258AD17C","Performance","managedMemoryDeltaKB","988","KB","Estimado","Variacao aproximada de memoria gerenciada durante a execucao.","Valor aproximado, sensivel a GC e ao estado do Editor.","Estimativa sujeita ao GC da Unity; use como indicio comparativo."
4,2003,"89D1B882","Quantitativo","numRoomsTarget","46","contagem","Medido","Contagem de nos/salas posicionados pelo Room Graph.","Indica quantos nos do grafo foram efetivamente posicionados como salas.","Room Graph controla salas como nos do grafo; a etapa de embedding pode gerar menos salas se nao houver espaco sem sobreposicao."
4,2003,"89D1B882","Quantitativo","connectivityRatio","100%","%","Medido","Busca no grafo de salas a partir da sala inicial.","Mostra se as salas ficaram conectadas no componente principal do grafo.","Room Graph e forte neste parametro: a arvore de conexoes garante componente principal conectado quando ha pelo menos duas salas."
4,2003,"89D1B882","Quantitativo","verticalVariance","2","metros","Medido","Desvio padrao das alturas dos nos/salas entre pavimentos.","Valor acima de 0 indica variacao vertical gerada por pavimentos e arestas verticais.","Room Graph puro suporta verticalidade ao criar arestas verticais entre nos de pavimentos adjacentes."
4,2003,"89D1B882","Quantitativo","fillPercentage","53.09%","%","Medido","Celulas ocupadas por salas e corredores divididas pelo total do grid.","Indica densidade espacial da dungeon.","A densidade depende do numero de nos, tamanhos de sala e sucesso do posicionamento espacial do grafo."
4,2003,"89D1B882","Quantitativo","branchFactor","2.043","media","Medido","Media de arestas por no/sala no grafo.","Valores maiores indicam mais bifurcacoes e loops no grafo.","O fator de ramificacao e diretamente controlado por arvore inicial e arestas extras de loop."
4,2003,"89D1B882","Quantitativo","avgPathLength","106.489","metros","Medido","Distancias calculadas no grafo explicito de salas.","Distancia media a partir da sala inicial.","Caminhos sao naturais para Room Graph, pois o algoritmo ja trabalha com grafo explicito."
4,2003,"89D1B882","Quantitativo","uniqueModules","4","contagem","Medido","Contagem de modulos logicos e prefabs usados pela montagem do Room Graph.","Indica variedade basica de composicao.","A variedade vem das categorias logicas do grafo, conectores, corredores e assets configurados."
4,2003,"89D1B882","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Estimativa logica de celulas navegaveis antes de NavMesh.","Use como estimativa inicial, nao como validacao fisica final.","A navegabilidade e estimada no grid logico; validacao fisica final ainda exige NavMesh."
4,2003,"89D1B882","Quantitativo","criticalPathLength","218","metros","Medido","Maior distancia encontrada no grafo a partir da sala inicial.","Aproxima o percurso principal entre inicio e ponto mais distante no grafo.","Room Graph mede bem percurso principal porque distancias no grafo sao parte central do modelo."
4,2003,"89D1B882","Quantitativo","avgAlternativePathLength","42","metros","Medido","Media das arestas extras marcadas como loops.","Ha caminhos alternativos mensuraveis.","Loops e atalhos sao uma vantagem direta do Room Graph, bastando adicionar arestas extras."
4,2003,"89D1B882","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Verifica se o sistema de spawn usa salas/celulas geradas pelo grafo.","Sistema configurado e com orcamento ativo.","Room Graph oferece salas/nos claros para spawns; balanceamento de combate e camada de gameplay."
